sentence,label,class
"31, 32 distal orange discolorations of the nail plates have been reported as a delayed response several weeks after covid-19 disease in elderly patients who developed later sarcopenia and anemia .",1,Positive
"36 in particular, eculizumab blocked venous thromboembolic events in paroxysmal nocturnal hemoglobinuria and thrombotic microangiopathy in atypical hemolytic uremic syndrome  .",1,Positive
"  because of its anti-inflammatory effects, colchicine is indicated for the treatment of gout, behcet's syndrome, familial mediterranean fever, and pericarditis .  due to the persistence of fever and a further drop in platelets haemoglobin and fibrinogen after a week from the beginning of the immunosuppressive therapy, lowdose ruxolitinib (5 mg bid) for a month, which was discontinued after a tapering over 10 days (5 mg/die), and etoposide (vp-16) 100 mg/mq once weekly for 8 weeks were added to the treatment, while colchicine (1 mg once a day) therapy was administered for 3 months, considering the reported efficacy in the treatment of acute pericarditis [15]  .",1,Positive
"   4 here, we present two cases of erythromelalgia associated with dermatomyositis, which, to our knowledge, has not been reported in the literature to date .",1,Positive
"42 the experts opined that apremilast may be of particular interest in patients with psoriasis along with obesity and metabolic syndrome, who may benefit from the side effect of weight loss .",1,Positive
"44 liu et al reported that apremilast reduces the formation of atherosclerotic plaque; thus, it may be useful for the treatment and prevention of atherosclerosis .",1,Positive
"45, 46 in another study, it was suggested that infliximab could be used in the treatment of patients with ulcerative colitis during the covid-19 pandemic .",1,Positive
 4b ) ameliorated inflammatory arthritis symptoms .,1,Positive
" 51 clinical evidence supporting the cetuximab use as an alternative to cisplatin in locally advanced disease was provided by a phase iii study, in which the use of radiotherapy with or without cetuximab was evaluated ..    60  in patients with recurrent, unresectable, or metastatic disease with no surgery or radiotherapy option, the preferred alternative regimen to cisplatin according to nccn is pembrolizumab as first-line therapy (for tumors that express pd-l1 with a combined positivity score.",1,Positive
" 63 pembrolizumab has been evaluated in combination with eribulin mesylate for er+ metastatic breast cancer in a randomized phase ii trial that enrolled 88 patients ..    62 advanced er+ breast cancer keynote-028 was a phase ib, open-label, multicohort study that investigated the safety and antitumor activity of pembrolizumab in patients with pd-l1+ advanced solid tumors, including 25 patients with estrogen receptor positive (er+)/her2-negative (her2-) advanced breast cancer, among whom three experienced partial response (pr), leading to an orr of 12% (95% ci 2 .",1,Positive
76 nine of 11 patients with refractory non-infectious posterior uveitis had improved visual acuity and regression of fluorescein angiography findings .,1,Positive
" 8 animal studies support this hypothesis as colitis induced in ace2-deficient mice was reversed by administering absorbable amino acids, including tryptophan .",1,Positive
" 81, 83 alternative agents such as fondaparinux may be used in patients with history of heparin induced thrombocytopenia (hit).",1,Positive
 93 lymphatic filariasis control strategies using ivermectin are also impeded in settings co-endemic with loiasis and need to be adapted .,1,Positive
"a 59 year-old male with type 1 gd with rare complication of recurrent pericarditis, on eliglustat substrate reduction therapy (srt) that had led to resolution of pericarditis .",1,Positive
" a case of severe covid-19 in a patient with chronic gvhd in whom ruxolitinib was administered following hematopoietic stem cell transplantation showed good tolerance and a favorable outcome [27] , similar to that reported in a patient with covid-19 pneumonia taking ruxolitinib for primary myelofibrosis [28]  ..    for patients with myelofibrosis who are very symptomatic and/or with a very enlarged spleen, ruxolitinib can be initiated .",1,Positive
"a combination of doxorubicin and cisplatin (ap) is a very common treatment of osteosarcoma tumors in older adults, as they are less likely to be able to tolerate high-dose methotrexate .",1,Positive
   a meta-analysis has also suggested that fenofibrate may be useful in the treatment of hepatitis c infection (grammatikos et al ).,1,Positive
"   a meta-analysis involving eight studies showed that colchicine reduced the mortality of covid-19 patients and the number of severe cases, which could be good news for gout sufferers (43)  ..    colchicine for oral administration (capsule/tablet/liquid) is presently fda endorsed for the prevention and management of gout attacks in adults afflicted with gout and familial mediterranean fever .",1,Positive
"   a notable example was the suggested use of chloroquine (an antimalarial drug) plus azithromycin (an antibiotic used in respiratory bacterial infections) to treat covid-19 disease ..    the treatment regimen was 200ug/kg of ivermectin orally per day for 2-3 days along with 100mg of oral doxycycline twice per day for 5-10 days in addition to the standard therapy, a non-randomized intervention evaluating the efficacy of ivermectin combined with azithromycin and cholecalciferol, showed that the recovery-rate was 100% in patients treated with the drug at the early stages of the disease [45] .",1,Positive
   a prior report also manifests that cinnamon contributes to improving glucose tolerance in patients with type 2 diabetes mellitus [9]  .,1,Positive
"a rearrangement between magi3 and akt3 genes caused by chromosome 1 inversion, has been identified in triple-negative breast cancer (lacking estrogen and progesterone receptors and erbb2 expression) ..    furthermore, an elevated level of magi2-as3 is associated with better relapse-free survival for patients with triple-negative breast cancer subtype (absence of estrogen and progesterone receptors, no amplification of human epidermal growth factor receptor her2) associated with a poor prognosis [232]  .",1,Positive
"a recent report showed that patients with leukemia on venetoclax at time of covid-19 diagnosis were hospitalized at rates similar to those on ibrutinib (59) , which has been reported to exert a protective effect against sars-cov-2 induced pulmonary injury and is associated with improved outcomes (59, 60)  ..    btk inhibition by ibrutinib suppressed cxc-chemokine ligand 12 (cxcl12), cxcl13, and cc-chemokine ligand 19 (ccl19)induced signaling, adhesion, and the migration of primary chronic lymphocytic leukemia (cll) cells [17] , and also led to reduced surface membrane levels of cxc-chemokine receptor 4 (cxcr4) and impaired cxcr4 function [18]  .",1,Positive
" a recent study [24] investigated the role that curcumin may have on kidney disease when it is associated with aerobic exercise ..    curcumin has been documented to have salutary effects in various murine models with scrutiny of nlrp3-driven associations like high-fat diet (hfd)-induced insulin resistance and msu-induced peritoneal inflammation [188] , chronic kidney disease [189] , potassium oxonate-induced hyperuricemia and kidney inflammation [190] , lps-evoked septic shock [191] , diabetic nephropathy [192] , lupus [193] , and dextran sulfate sodium (dss)-induced colitis [194]  .",1,Positive
